Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp Atk,Sp Def,Speed,Generation,Legendary,Img
Cleffa,Fairy,,218,50,25,28,45,55,15,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png
Igglybuff,Normal,Fairy,210,90,30,15,40,20,15,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png
Togepi,Fairy,,245,35,20,65,40,65,20,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png
Togetic,Fairy,Flying,405,55,40,85,80,105,40,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png
Natu,Psychic,Flying,320,40,50,45,70,45,70,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png
Xatu,Psychic,Flying,470,65,75,70,95,70,95,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png
Mareep,Electric,,280,55,40,40,65,45,35,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png
Flaaffy,Electric,,365,70,55,55,80,60,45,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png
Ampharos,Electric,,510,90,75,85,115,90,55,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png
AmpharosMega Ampharos,Electric,Dragon,610,90,95,105,165,110,45,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png
Bellossom,Grass,,490,75,80,95,90,100,50,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png
Marill,Water,Fairy,250,70,20,50,20,50,40,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png
Azumarill,Water,Fairy,420,100,50,80,60,80,50,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png
Sudowoodo,Rock,,410,70,100,115,30,65,30,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png
Politoed,Water,,500,90,75,75,90,100,70,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png
Hoppip,Grass,Flying,250,35,35,40,35,55,50,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png
Skiploom,Grass,Flying,340,55,45,50,45,65,80,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png
Jumpluff,Grass,Flying,460,75,55,70,55,95,110,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png
Aipom,Normal,,360,55,70,55,40,55,85,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png
Sunkern,Grass,,180,30,30,30,30,30,30,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png
Sunflora,Grass,,425,75,75,55,105,85,30,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png
Yanma,Bug,Flying,390,65,65,45,75,45,95,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png
Wooper,Water,Ground,210,55,45,45,25,25,15,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png
Quagsire,Water,Ground,430,95,85,85,65,65,35,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png
Espeon,Psychic,,525,65,65,60,130,95,110,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png
Umbreon,Dark,,525,95,65,110,60,130,65,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png
Murkrow,Dark,Flying,405,60,85,42,85,42,91,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png
Slowking,Water,Psychic,490,95,75,80,100,110,30,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png
Misdreavus,Ghost,,435,60,60,60,85,85,85,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png
Unown,Psychic,,336,48,72,48,72,48,48,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png
Wobbuffet,Psychic,,405,190,33,58,33,58,33,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png
Girafarig,Normal,Psychic,455,70,80,65,90,65,85,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png
Pineco,Bug,,290,50,65,90,35,35,15,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png
Forretress,Bug,Steel,465,75,90,140,60,60,40,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png
Dunsparce,Normal,,415,100,70,70,65,65,45,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png
Gligar,Ground,Flying,430,65,75,105,35,65,85,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png
Steelix,Steel,Ground,510,75,85,200,55,65,30,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png
SteelixMega Steelix,Steel,Ground,610,75,125,230,55,95,30,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10072.png
Snubbull,Fairy,,300,60,80,50,40,40,30,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png
Granbull,Fairy,,450,90,120,75,60,60,45,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png
Qwilfish,Water,Poison,430,65,95,75,55,55,85,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png
Scizor,Bug,Steel,500,70,130,100,55,80,65,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png
ScizorMega Scizor,Bug,Steel,600,70,150,140,65,100,75,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png
Shuckle,Bug,Rock,505,20,10,230,10,230,5,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png
Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png
HeracrossMega Heracross,Bug,Fighting,600,80,185,115,40,105,75,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png
Sneasel,Dark,Ice,430,55,95,55,35,75,115,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png
Teddiursa,Normal,,330,60,80,50,50,50,40,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png
Ursaring,Normal,,500,90,130,75,75,75,55,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png
Slugma,Fire,,250,40,40,40,70,40,20,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png
Magcargo,Fire,Rock,410,50,50,120,80,80,30,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png
Swinub,Ice,Ground,250,50,50,40,30,30,50,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png
Piloswine,Ice,Ground,450,100,100,80,60,60,50,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png
Corsola,Water,Rock,380,55,55,85,65,85,35,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png
Remoraid,Water,,300,35,65,35,65,35,65,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png
Octillery,Water,,480,75,105,75,105,75,45,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png
Delibird,Ice,Flying,330,45,55,45,65,45,75,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png
Mantine,Water,Flying,465,65,40,70,80,140,70,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png
Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png
Houndour,Dark,Fire,330,45,60,30,80,50,65,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png
Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png
HoundoomMega Houndoom,Dark,Fire,600,75,90,90,140,90,115,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png
Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png
Phanpy,Ground,,330,90,60,60,40,40,40,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png
Donphan,Ground,,500,90,120,120,60,60,50,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png
Porygon2,Normal,,515,85,80,90,105,95,60,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png
Stantler,Normal,,465,73,95,62,85,65,85,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png
Smeargle,Normal,,250,55,20,35,20,45,75,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png
Tyrogue,Fighting,,210,35,35,35,35,35,35,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png
Hitmontop,Fighting,,455,50,95,95,35,110,70,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png
Smoochum,Ice,Psychic,305,45,30,15,85,65,65,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png
Elekid,Electric,,360,45,63,37,65,55,95,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
Magby,Fire,,365,45,75,37,70,55,83,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png
Miltank,Normal,,490,95,80,105,40,70,100,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png
Blissey,Normal,,540,255,10,10,75,135,55,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png
Raikou,Electric,,580,90,85,75,115,100,115,2,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png
Entei,Fire,,580,115,115,85,90,75,100,2,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
Suicune,Water,,580,100,75,115,90,115,85,2,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png
Larvitar,Rock,Ground,300,50,64,50,45,50,41,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
Pupitar,Rock,Ground,410,70,84,70,65,70,51,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png
Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png
TyranitarMega Tyranitar,Rock,Dark,700,100,164,150,95,120,71,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png
Lugia,Psychic,Flying,680,106,90,130,90,154,110,2,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
Ho-oh,Fire,Flying,680,106,130,90,110,154,90,2,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
Treecko,Grass,,310,40,45,35,65,55,70,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png
Grovyle,Grass,,405,50,65,45,85,65,95,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
Sceptile,Grass,,530,70,85,65,105,85,120,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png
SceptileMega Sceptile,Grass,Dragon,630,70,110,75,145,85,145,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10065.png
Torchic,Fire,,310,45,60,40,70,50,45,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png
Combusken,Fire,Fighting,405,60,85,60,85,60,55,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png
BlazikenMega Blaziken,Fire,Fighting,630,80,160,80,130,80,100,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png
Mudkip,Water,,310,50,70,50,50,50,40,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png
Marshtomp,Water,Ground,405,70,85,70,60,70,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
Swampert,Water,Ground,535,100,110,90,85,90,60,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png
SwampertMega Swampert,Water,Ground,635,100,150,110,95,110,70,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10064.png
Poochyena,Dark,,220,35,55,35,30,30,35,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png
Mightyena,Dark,,420,70,90,70,60,60,70,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
Zigzagoon,Normal,,240,38,30,41,30,41,60,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png
Linoone,Normal,,420,78,70,61,50,61,100,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
Wurmple,Bug,,195,45,45,35,20,30,20,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png
Silcoon,Bug,,205,50,35,55,25,25,15,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png
Beautifly,Bug,Flying,395,60,70,50,100,50,65,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png
Cascoon,Bug,,205,50,35,55,25,25,15,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
Dustox,Bug,Poison,385,60,50,70,50,90,65,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
Lotad,Water,Grass,220,40,30,30,40,50,30,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
Lombre,Water,Grass,340,60,50,50,60,70,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
Seedot,Grass,,220,40,40,50,30,30,30,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png
Nuzleaf,Grass,Dark,340,70,70,40,60,40,60,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png
Shiftry,Grass,Dark,480,90,100,60,90,60,80,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
Taillow,Normal,Flying,270,40,55,30,30,30,85,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
Swellow,Normal,Flying,430,60,85,60,50,50,125,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
Wingull,Water,Flying,270,40,30,30,55,30,85,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png
Pelipper,Water,Flying,430,60,50,100,85,70,65,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png
Ralts,Psychic,Fairy,198,28,25,25,45,35,40,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png
Kirlia,Psychic,Fairy,278,38,35,35,65,55,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
GardevoirMega Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png
Surskit,Bug,Water,269,40,30,32,50,52,65,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png
Masquerain,Bug,Flying,414,70,60,62,80,82,60,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png
Shroomish,Grass,,295,60,40,60,40,60,35,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png
Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png
Slakoth,Normal,,280,60,60,60,35,35,30,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png
Vigoroth,Normal,,440,80,80,80,55,55,90,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png
Slaking,Normal,,670,150,160,100,95,65,100,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png
Nincada,Bug,Ground,266,31,45,90,30,30,40,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png
Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png
Shedinja,Bug,Ghost,236,1,90,45,30,30,40,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png
Whismur,Normal,,240,64,51,23,51,23,28,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png
Loudred,Normal,,360,84,71,43,71,43,48,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png
Exploud,Normal,,490,104,91,63,91,73,68,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png
Makuhita,Fighting,,237,72,60,30,20,30,25,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png
Hariyama,Fighting,,474,144,120,60,40,60,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png
Azurill,Normal,Fairy,190,50,20,40,20,40,20,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png
Nosepass,Rock,,375,30,45,135,45,90,30,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png
Skitty,Normal,,260,50,45,45,35,35,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png
Delcatty,Normal,,380,70,65,65,55,55,70,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png
Sableye,Dark,Ghost,380,50,75,75,65,65,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png
SableyeMega Sableye,Dark,Ghost,480,50,85,125,85,115,20,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10066.png
Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png
MawileMega Mawile,Steel,Fairy,480,50,105,125,55,95,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png
Aron,Steel,Rock,330,50,70,100,40,40,30,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png
Lairon,Steel,Rock,430,60,90,140,50,50,40,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png
Aggron,Steel,Rock,530,70,110,180,60,60,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png
AggronMega Aggron,Steel,,630,70,140,230,60,80,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10053.png
Meditite,Fighting,Psychic,280,30,40,55,40,55,60,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png
Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png
MedichamMega Medicham,Fighting,Psychic,510,60,100,85,80,85,100,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10054.png
Electrike,Electric,,295,40,45,40,65,40,65,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png
Manectric,Electric,,475,70,75,60,105,60,105,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png
ManectricMega Manectric,Electric,,575,70,75,80,135,80,135,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10055.png
Plusle,Electric,,405,60,50,40,85,75,95,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png
Minun,Electric,,405,60,40,50,75,85,95,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png
Volbeat,Bug,,400,65,73,55,47,75,85,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png
Illumise,Bug,,400,65,47,55,73,75,85,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png
Roselia,Grass,Poison,400,50,60,45,100,80,65,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png
Gulpin,Poison,,302,70,43,53,43,53,40,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png
Swalot,Poison,,467,100,73,83,73,83,55,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png
Carvanha,Water,Dark,305,45,90,20,65,20,65,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png
Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png
SharpedoMega Sharpedo,Water,Dark,560,70,140,70,110,65,105,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10070.png
Wailmer,Water,,400,130,70,35,70,35,60,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png
Wailord,Water,,500,170,90,45,90,45,60,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png
Numel,Fire,Ground,305,60,60,40,65,45,35,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png
Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png
CameruptMega Camerupt,Fire,Ground,560,70,120,100,145,105,20,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10087.png
Torkoal,Fire,,470,70,85,140,85,70,20,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png
Spoink,Psychic,,330,60,25,35,70,80,60,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png
Grumpig,Psychic,,470,80,45,65,90,110,80,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png
Spinda,Normal,,360,60,60,60,60,60,60,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png
Trapinch,Ground,,290,45,100,45,45,45,10,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png
Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png
Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png
Cacnea,Grass,,335,50,85,40,85,40,35,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png
Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png
Swablu,Normal,Flying,310,45,40,60,40,75,50,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png
Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png
AltariaMega Altaria,Dragon,Fairy,590,75,110,110,110,105,80,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10067.png
Zangoose,Normal,,458,73,115,60,60,60,90,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png
Seviper,Poison,,458,73,100,60,100,60,65,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png
Lunatone,Rock,Psychic,440,70,55,65,95,85,70,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png
Solrock,Rock,Psychic,440,70,95,85,55,65,70,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png
Barboach,Water,Ground,288,50,48,43,46,41,60,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png
Whiscash,Water,Ground,468,110,78,73,76,71,60,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png
Corphish,Water,,308,43,80,65,50,35,35,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png
Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png
